Player,Season,Age,Nation,Club,Matchs_played,Minutes_played,Titular_played,Goals,Assists,Position
Claudio Bravo,2019-2020,36,Chile,Manchester City,4,347,3,0,0,GK
Daniel Bachmann,2021-2022,27,Austria,Watford,12,1080,12,0,0,GK
Daniel Bentley,2022-2023,29,England,Wolves,2,180,2,0,0,GK
Daniel Bentley,2023-2024,30,England,Wolves,5,383,3,0,0,GK
Daniel Iversen,2022-2023,25,Denmark,Leicester City,12,1080,12,0,0,GK
Daniel Langley,2020-2021,19,England,Newcastle Utd,0,,0,,,GK
Danny Ward,2018-2019,25,Wales,Leicester City,0,,0,,,GK
Danny Ward,2019-2020,26,Wales,Leicester City,0,,0,,,GK
Danny Ward,2020-2021,27,Wales,Leicester City,0,,0,,,GK
Danny Ward,2021-2022,28,Wales,Leicester City,1,90,1,0,0,GK
Danny Ward,2022-2023,29,Wales,Leicester City,26,2340,26,0,0,GK
Darren Randolph,2019-2020,32,Ireland,West Ham,2,180,2,0,0,GK
Darren Randolph,2020-2021,33,Ireland,West Ham,3,270,3,0,0,GK
Darren Randolph,2021-2022,34,Ireland,West Ham,0,,0,,,GK
Darren Randolph,2022-2023,35,Ireland,2 Teams,0,,0,,,GK
Darren Randolph,2023-2024,36,Ireland,Bournemouth,0,,0,,,GK
David Button,2018-2019,29,England,Brighton,4,360,4,0,0,GK
David Button,2020-2021,31,England,West Brom,1,90,1,0,0,GK
David Martin,2019-2020,33,England,West Ham,5,436,4,0,0,GK
David Martin,2020-2021,34,England,West Ham,0,,0,,,GK
David Raya,2021-2022,25,Spain,Brentford,24,2160,24,0,0,GK
David Raya,2022-2023,26,Spain,Brentford,38,3420,38,0,0,GK
David Raya,2023-2024,27,Spain,Arsenal,32,2880,32,0,0,GK
David de Gea,2018-2019,27,Spain,Manchester Utd,38,3420,38,0,0,GK
David de Gea,2019-2020,28,Spain,Manchester Utd,38,3420,38,0,0,GK
David de Gea,2020-2021,29,Spain,Manchester Utd,26,2295,26,0,0,GK
David de Gea,2021-2022,30,Spain,Manchester Utd,38,3420,38,0,0,GK
David de Gea,2022-2023,31,Spain,Manchester Utd,38,3420,38,0,0,GK
Dean Henderson,2019-2020,22,England,Sheffield Utd,36,3240,36,0,0,GK
Dean Henderson,2020-2021,23,England,Manchester Utd,13,1125,12,0,0,GK
Dean Henderson,2022-2023,25,England,Nott'ham Forest,18,1620,18,0,0,GK
Dean Henderson,2023-2024,26,England,2 Teams,18,1620,18,0,0,GK
Dermot Mee,2023-2024,20,Northern Ireland,Manchester Utd,0,,0,,,GK
Eddie Beach,2023-2024,19,Wales,Chelsea,0,,0,,,GK
Ederson,2018-2019,24,Brazil,Manchester City,38,3420,38,0,1,GK
Ederson,2019-2020,25,Brazil,Manchester City,35,3071,35,0,0,GK
Ederson,2020-2021,26,Brazil,Manchester City,36,3240,36,0,1,GK
Ederson,2021-2022,27,Brazil,Manchester City,37,3330,37,0,0,GK
Ederson,2022-2023,28,Brazil,Manchester City,35,3150,35,0,1,GK
Ederson,2023-2024,29,Brazil,Manchester City,33,2785,33,0,0,GK
Edouard Mendy,2020-2021,28,Senegal,Chelsea,31,2745,31,0,0,GK
Edouard Mendy,2021-2022,29,Senegal,Chelsea,34,3060,34,0,0,GK
Edouard Mendy,2022-2023,30,Senegal,Chelsea,10,855,9,0,0,GK
Eldin Jakupović,2021-2022,36,Switzerland,Leicester City,0,,0,,,GK
Eldin Jakupović,2022-2023,37,Switzerland,Everton,0,,0,,,GK
Elia Caprile,2020-2021,18,Italy,Leeds United,0,,0,,,GK
Emiliano Martínez,2018-2019,25,Argentina,Arsenal,0,,0,,,GK
Emiliano Martínez,2019-2020,26,Argentina,Arsenal,9,771,8,0,0,GK
Emiliano Martínez,2020-2021,27,Argentina,Aston Villa,38,3420,38,0,0,GK
Emiliano Martínez,2021-2022,28,Argentina,Aston Villa,36,3240,36,0,0,GK
Emiliano Martínez,2022-2023,29,Argentina,Aston Villa,36,3139,36,0,0,GK
Emiliano Martínez,2023-2024,30,Argentina,Aston Villa,34,3015,34,0,0,GK
Ethan Horvath,2023-2024,28,United States,Nott'ham Forest,0,,0,,,GK
Fabian Mrozek,2023-2024,19,Poland,Liverpool,0,,0,,,GK
Fabricio,2018-2019,30,Spain,Fulham,2,180,2,0,0,GK
Fabricio,2020-2021,32,Spain,Fulham,0,,0,,,GK
Filip Marschall,2021-2022,18,England,Aston Villa,0,,0,,,GK
Filip Marschall,2022-2023,19,England,Aston Villa,0,,0,,,GK
Filip Marschall,2023-2024,20,England,Aston Villa,0,,0,,,GK
Fraser Forster,2018-2019,30,England,Southampton,1,90,1,0,0,GK
Fraser Forster,2019-2020,31,England,Southampton,0,,0,,,GK
Fraser Forster,2020-2021,32,England,Southampton,8,720,8,0,0,GK
Fraser Forster,2021-2022,33,England,Southampton,19,1710,19,0,0,GK
Fraser Forster,2022-2023,34,England,Tottenham,14,1215,13,0,0,GK
Fraser Forster,2023-2024,35,England,Tottenham,0,,0,,,GK
Freddie Woodman,2018-2019,21,England,Newcastle Utd,0,,0,,,GK
Freddie Woodman,2021-2022,24,England,Newcastle Utd,4,360,4,0,0,GK
Gavin Bazunu,2022-2023,20,Ireland,Southampton,32,2880,32,0,0,GK
George Shelvey,2022-2023,21,England,Nott'ham Forest,0,,0,,,GK
Guglielmo Vicario,2023-2024,26,Italy,Tottenham,38,3420,38,0,0,GK
Harry Lewis,2019-2020,21,England,Southampton,0,,0,,,GK
Harry Lewis,2020-2021,22,England,Southampton,0,,0,,,GK
Harry Lewis,2021-2022,23,England,Southampton,0,,0,,,GK
Harry Tyrer,2020-2021,18,England,Everton,0,,0,,,GK
Harry Tyrer,2021-2022,19,England,Everton,0,,0,,,GK
Heurelho Gomes,2018-2019,37,Brazil,Watford,0,,0,,,GK
Heurelho Gomes,2019-2020,38,Brazil,Watford,0,,0,,,GK
Hugo Lloris,2018-2019,31,France,Tottenham,33,2970,33,0,0,GK
Hugo Lloris,2019-2020,32,France,Tottenham,21,1807,21,0,0,GK
Hugo Lloris,2020-2021,33,France,Tottenham,38,3420,38,0,0,GK
Hugo Lloris,2021-2022,34,France,Tottenham,38,3420,38,0,0,GK
Hugo Lloris,2022-2023,35,France,Tottenham,25,2205,25,0,0,GK
Hákon Valdimarsson,2023-2024,21,Iceland,Brentford,0,,0,,,GK
Illan Meslier,2020-2021,20,France,Leeds United,35,3150,35,0,0,GK
Illan Meslier,2021-2022,21,France,Leeds United,38,3384,38,0,0,GK
Illan Meslier,2022-2023,22,France,Leeds United,34,3060,34,0,0,GK
Ionuț Radu,2023-2024,26,Romania,Bournemouth,2,180,2,0,0,GK
Ivo Grbić,2023-2024,27,Croatia,Sheffield Utd,9,771,9,0,0,GK
Jack Butland,2020-2021,27,England,Crystal Palace,1,90,1,0,0,GK
Jack Butland,2021-2022,28,England,Crystal Palace,9,765,8,0,0,GK
Jack Butland,2022-2023,29,England,2 Teams,0,,0,,,GK
Jake Eastwood,2019-2020,22,England,Sheffield Utd,0,,0,,,GK
Jakub Ojrzynski,2020-2021,17,Poland,Liverpool,0,,0,,,GK
James Shea,2023-2024,32,England,Luton Town,1,15,0,0,0,GK
James Storer,2021-2022,19,England,Wolves,0,,0,,,GK
James Trafford,2020-2021,17,England,Manchester City,0,,0,,,GK
James Trafford,2023-2024,20,England,Burnley,28,2520,28,0,0,GK
James Wright,2022-2023,17,England,Aston Villa,0,,0,,,GK
James Wright,2023-2024,18,England,Aston Villa,0,,0,,,GK
Jason Steele,2018-2019,27,England,Brighton,0,,0,,,GK
Jason Steele,2020-2021,29,England,Brighton,0,,0,,,GK
Jason Steele,2021-2022,30,England,Brighton,1,90,1,0,0,GK
Jason Steele,2022-2023,31,England,Brighton,15,1350,15,0,1,GK
Jason Steele,2023-2024,32,England,Brighton,17,1530,17,0,0,GK
Jed Steer,2019-2020,26,England,Aston Villa,1,7,1,0,0,GK
Jed Steer,2020-2021,27,England,Aston Villa,0,,0,,,GK
Jed Steer,2021-2022,28,England,Aston Villa,1,90,1,0,0,GK
Joe Daniel Tupper,2018-2019,20,England,Crystal Palace,0,,0,,,GK
Joe Gauci,2023-2024,23,Australia,Aston Villa,0,,0,,,GK
Joe Hart,2018-2019,31,England,Burnley,19,1710,19,0,0,GK
Joe Hart,2019-2020,32,England,Burnley,0,,0,,,GK
Joe Hart,2020-2021,33,England,Tottenham,0,,0,,,GK
Joel Coleman,2018-2019,22,England,Huddersfield,1,90,1,0,0,GK
Joel Robles,2022-2023,32,Spain,Leeds United,4,360,4,0,0,GK
John Ruddy,2018-2019,31,England,Wolves,1,90,1,0,0,GK
John Ruddy,2020-2021,33,England,Wolves,2,91,1,0,0,GK
John Ruddy,2021-2022,34,England,Wolves,2,135,1,0,0,GK
Jon McCracken,2021-2022,21,Scotland,Norwich City,0,,0,,,GK
Jonas Lössl,2018-2019,29,Denmark,Huddersfield,31,2778,30,0,1,GK
Jonas Lössl,2019-2020,30,Denmark,Everton,0,,0,,,GK
Jonas Lössl,2020-2021,31,Denmark,Everton,0,,0,,,GK
Jonas Lössl,2021-2022,32,Denmark,Brentford,2,180,2,0,0,GK
Jordan Amissah,2023-2024,21,Ghana,Sheffield Utd,0,,0,,,GK
Jordan Pickford,2018-2019,24,England,Everton,38,3420,38,0,0,GK
Jordan Pickford,2019-2020,25,England,Everton,38,3420,38,0,0,GK
Jordan Pickford,2020-2021,26,England,Everton,31,2742,31,0,0,GK
Jordan Pickford,2021-2022,27,England,Everton,35,3150,35,0,0,GK
Jordan Pickford,2022-2023,28,England,Everton,37,3330,37,0,1,GK
Jordan Pickford,2023-2024,29,England,Everton,38,3420,38,0,0,GK
Jordan Smith,2022-2023,27,England,Nott'ham Forest,0,,0,,,GK
Joseph Anang,2019-2020,19,Ghana,West Ham,0,,0,,,GK
Joseph Anang,2022-2023,22,Ghana,West Ham,0,,0,,,GK
Joseph Anang,2023-2024,23,Ghana,West Ham,0,,0,,,GK
Joseph Whitworth,2022-2023,18,England,Crystal Palace,2,180,2,0,0,GK
Joseph Whitworth,2023-2024,19,England,Crystal Palace,0,,0,,,GK
José Sá,2021-2022,28,Portugal,Wolves,37,3285,37,0,1,GK
José Sá,2022-2023,29,Portugal,Wolves,36,3240,36,0,0,GK
José Sá,2023-2024,30,Portugal,Wolves,35,3037,35,0,1,GK
João Virgínia,2019-2020,19,Portugal,Everton,0,,0,,,GK
João Virgínia,2020-2021,20,Portugal,Everton,1,48,0,0,0,GK
João Virgínia,2023-2024,23,Portugal,Everton,0,,0,,,GK
Julián Speroni,2018-2019,39,Argentina,Crystal Palace,1,90,1,0,0,GK
Karl Darlow,2018-2019,27,Wales,Newcastle Utd,0,,0,,,GK
Karl Darlow,2019-2020,28,Wales,Newcastle Utd,0,,0,,,GK
Karl Darlow,2020-2021,29,Wales,Newcastle Utd,25,2250,25,0,0,GK
Karl Darlow,2021-2022,30,Wales,Newcastle Utd,8,720,8,0,0,GK
Karl Darlow,2022-2023,31,Wales,Newcastle Utd,0,,0,,,GK
Karl Jakob Hein,2021-2022,19,Estonia,Arsenal,0,,0,,,GK
Karl Jakob Hein,2022-2023,20,Estonia,Arsenal,0,,0,,,GK
Karl Jakob Hein,2023-2024,21,Estonia,Arsenal,0,,0,,,GK
Karlo Ziger,2020-2021,19,Croatia,Chelsea,0,,0,,,GK
Kasper Schmeichel,2018-2019,31,Denmark,Leicester City,38,3420,38,0,0,GK
Kasper Schmeichel,2019-2020,32,Denmark,Leicester City,38,3420,38,0,0,GK
Kasper Schmeichel,2020-2021,33,Denmark,Leicester City,38,3420,38,0,0,GK
Kasper Schmeichel,2021-2022,34,Denmark,Leicester City,37,3330,37,0,0,GK
Kepa Arrizabalaga,2018-2019,23,Spain,Chelsea,36,3240,36,0,0,GK
Kepa Arrizabalaga,2019-2020,24,Spain,Chelsea,33,2970,33,0,0,GK
Kepa Arrizabalaga,2020-2021,25,Spain,Chelsea,7,585,6,0,0,GK
Kepa Arrizabalaga,2021-2022,26,Spain,Chelsea,4,360,4,0,0,GK
Kepa Arrizabalaga,2022-2023,27,Spain,Chelsea,29,2565,29,0,0,GK
Keylor Navas,2022-2023,35,CRC,Nott'ham Forest,17,1529,17,0,0,GK
Kiko Casilla,2020-2021,33,Spain,Leeds United,3,270,3,0,0,GK
Kristoffer Klaesson,2021-2022,20,Norway,Leeds United,1,36,0,0,0,GK
Kristoffer Klaesson,2022-2023,21,Norway,Leeds United,0,,0,,,GK
Krisztián Hegyi,2022-2023,19,Hungary,West Ham,0,,0,,,GK
Lander Emery,2023-2024,20,England,Aston Villa,0,,0,,,GK
Lawrence Vigouroux,2023-2024,29,Chile,Burnley,0,,0,,,GK
Lee Grant,2018-2019,35,England,Manchester Utd,0,,0,,,GK
Lee Grant,2019-2020,36,England,Manchester Utd,0,,0,,,GK
Lee Grant,2020-2021,37,England,Manchester Utd,0,,0,,,GK
Liam Hughes,2020-2021,18,Northern Ireland,Liverpool,0,,0,,,GK
Loris Karius,2018-2019,25,Germany,Liverpool,0,,0,,,GK
Loris Karius,2022-2023,29,Germany,Newcastle Utd,0,,0,,,GK
Loris Karius,2023-2024,30,Germany,Newcastle Utd,1,90,1,0,0,GK
Louie Moulden,2021-2022,19,England,Wolves,0,,0,,,GK
Lovre Kalinić,2019-2020,29,Croatia,Aston Villa,0,,0,,,GK
Lucas Bergström,2023-2024,20,Finland,Chelsea,0,,0,,,GK
Lukas Jensen,2019-2020,20,Denmark,Burnley,0,,0,,,GK
Marcelo Pitaluga,2021-2022,18,Brazil,Liverpool,0,,0,,,GK
Marcelo Pitaluga,2023-2024,20,Brazil,Liverpool,0,,0,,,GK
Marcus Bettinelli,2018-2019,26,England,Fulham,7,630,7,0,0,GK
Marcus Bettinelli,2021-2022,29,England,Chelsea,0,,0,,,GK
Marcus Bettinelli,2022-2023,30,England,Chelsea,0,,0,,,GK
Marcus Bettinelli,2023-2024,31,England,Chelsea,0,0,0,0,0,GK
Marek Rodák,2020-2021,23,Slovakia,Fulham,2,180,2,0,0,GK
Marek Rodák,2022-2023,25,Slovakia,Fulham,2,180,2,0,0,GK
Marek Rodák,2023-2024,26,Slovakia,Fulham,0,0,0,0,0,GK
Mark Flekken,2023-2024,30,Netherlands,Brentford,37,3285,37,0,1,GK
Mark Travers,2018-2019,19,Ireland,Bournemouth,2,180,2,0,0,GK
Mark Travers,2019-2020,20,Ireland,Bournemouth,1,90,1,0,0,GK
Mark Travers,2022-2023,23,Ireland,Bournemouth,12,1035,11,0,0,GK
Mark Travers,2023-2024,24,Ireland,Bournemouth,4,360,4,0,0,GK
Martin Dúbravka,2018-2019,29,Slovakia,Newcastle Utd,38,3420,38,0,0,GK
Martin Dúbravka,2019-2020,30,Slovakia,Newcastle Utd,38,3420,38,0,0,GK
Martin Dúbravka,2020-2021,31,Slovakia,Newcastle Utd,13,1170,13,0,0,GK
Martin Dúbravka,2021-2022,32,Slovakia,Newcastle Utd,26,2340,26,0,0,GK
Martin Dúbravka,2022-2023,33,Slovakia,2 Teams,2,157,1,0,0,GK
Martin Dúbravka,2023-2024,34,Slovakia,Newcastle Utd,23,1985,22,0,0,GK
Matej Kovar,2022-2023,22,Czech Republic,Manchester Utd,0,,0,,,GK
Mathew Ryan,2018-2019,26,Australia,Brighton,34,3060,34,0,0,GK
Mathew Ryan,2019-2020,27,Australia,Brighton,38,3420,38,0,0,GK
Mathew Ryan,2020-2021,28,Australia,2 Teams,14,1260,14,0,0,GK
Matija Šarkić,2022-2023,25,Montenegro,Wolves,0,,0,,,GK
Matt Macey,2019-2020,24,England,Arsenal,0,,0,,,GK
Matt Macey,2020-2021,25,England,Arsenal,0,,0,,,GK
Matt Turner,2022-2023,28,United States,Arsenal,0,,0,,,GK
Matt Turner,2023-2024,29,United States,Nott'ham Forest,17,1530,17,0,0,GK
Matz Sels,2023-2024,31,Belgium,Nott'ham Forest,16,1440,16,0,0,GK
Michael McGovern,2019-2020,35,Northern Ireland,Norwich City,2,159,1,0,0,GK
Michael McGovern,2021-2022,37,Northern Ireland,Norwich City,0,,0,,,GK
Michael Verrips,2019-2020,22,Netherlands,Sheffield Utd,0,,0,,,GK
Michael Verrips,2020-2021,23,Netherlands,Sheffield Utd,0,,0,,,GK
Michel Vorm,2018-2019,34,Netherlands,Tottenham,2,180,2,0,0,GK
Michel Vorm,2019-2020,35,Netherlands,Tottenham,0,,0,,,GK
Nathan Bishop,2020-2021,20,England,Manchester Utd,0,,0,,,GK
Nathan Bishop,2022-2023,22,England,Manchester Utd,0,,0,,,GK
Nathan Trott,2020-2021,21,England,West Ham,0,,0,,,GK
Neil Etheridge,2018-2019,28,Philippines,Cardiff City,38,3420,38,0,0,GK
Neto,2022-2023,33,Brazil,Bournemouth,27,2385,27,0,0,GK
Neto,2023-2024,34,Brazil,Bournemouth,32,2880,32,0,0,GK
Nick Pope,2019-2020,27,England,Burnley,38,3420,38,0,0,GK
Nick Pope,2020-2021,28,England,Burnley,32,2880,32,0,0,GK
Nick Pope,2021-2022,29,England,Burnley,36,3240,36,0,0,GK
Nick Pope,2022-2023,30,England,Newcastle Utd,37,3261,37,0,0,GK
Nick Pope,2023-2024,31,England,Newcastle Utd,15,1345,15,0,0,GK
Odysseas Vlachodimos,2023-2024,29,Greece,Nott'ham Forest,5,450,5,0,0,GK
Oliwier Zych,2022-2023,18,Poland,Aston Villa,0,,0,,,GK
Oliwier Zych,2023-2024,19,Poland,Aston Villa,0,,0,,,GK
Owen Goodman,2022-2023,18,Canada,Crystal Palace,0,,0,,,GK
Patrik Gunnarsson,2021-2022,20,Iceland,Brentford,0,,0,,,GK
Paulo Gazzaniga,2018-2019,26,Argentina,Tottenham,3,270,3,0,0,GK
Paulo Gazzaniga,2019-2020,27,Argentina,Tottenham,18,1613,17,0,0,GK
Pepe Reina,2019-2020,36,Spain,Aston Villa,12,1080,12,0,0,GK
Petr Čech,2018-2019,36,Czech Republic,Arsenal,7,584,7,0,0,GK
Player,Season,Age,ion,Team,MP,Min,Starts,Gls,Ast,Pos
Player,Season,Age,ion,Team,MP,Min,Starts,Gls,Ast,Pos
Radek Vítek,2023-2024,19,,Manchester Utd,0,,0,,,GK
Ralf Fährmann,2019-2020,30,Germany,Norwich City,1,21,1,0,0,GK
Remi Matthews,2021-2022,27,England,Crystal Palace,0,,0,,,GK
Remi Matthews,2023-2024,29,England,Crystal Palace,1,4,0,0,0,GK
Rob Elliot,2019-2020,33,Ireland,Newcastle Utd,0,,0,,,GK
Rob Elliot,2021-2022,35,Ireland,Watford,0,,0,,,GK
Robert Sánchez,2020-2021,22,Spain,Brighton,27,2430,27,0,0,GK
Robert Sánchez,2021-2022,23,Spain,Brighton,37,3329,37,0,0,GK
Robert Sánchez,2022-2023,24,Spain,Brighton,23,2070,23,0,0,GK
Robert Sánchez,2023-2024,25,Spain,Chelsea,16,1433,16,0,0,GK
Roberto,2019-2020,33,Spain,West Ham,8,687,7,0,0,GK
Robin Olsen,2020-2021,30,Sweden,Everton,7,630,7,0,0,GK
Robin Olsen,2021-2022,31,Sweden,Aston Villa,1,90,1,0,0,GK
Robin Olsen,2022-2023,32,Sweden,Aston Villa,4,281,2,0,0,GK
Robin Olsen,2023-2024,33,Sweden,Aston Villa,5,405,4,0,0,GK
Rui Patrício,2018-2019,30,Portugal,Wolves,37,3329,37,0,0,GK
Rui Patrício,2019-2020,31,Portugal,Wolves,38,3420,38,0,0,GK
Rui Patrício,2020-2021,32,Portugal,Wolves,37,3329,37,0,0,GK
Ryan Schofield,2018-2019,18,England,Huddersfield,0,,0,,,GK
Rúnar Alex Rúnarsson,2020-2021,25,Iceland,Arsenal,1,16,0,0,0,GK
Sam Johnstone,2020-2021,27,England,West Brom,37,3330,37,0,1,GK
Sam Johnstone,2022-2023,29,England,Crystal Palace,9,810,9,0,0,GK
Sam Johnstone,2023-2024,30,England,Crystal Palace,20,1796,20,0,0,GK
Sam Proctor,2023-2024,16,England,Aston Villa,0,,0,,,GK
Sam Waller,2021-2022,17,England,Burnley,0,,0,,,GK
Scott Carson,2019-2020,33,England,Manchester City,0,,0,,,GK
Scott Carson,2020-2021,34,England,Manchester City,1,90,1,0,0,GK
Scott Carson,2021-2022,35,England,Manchester City,0,,0,,,GK
Scott Carson,2022-2023,36,England,Manchester City,0,,0,,,GK
Scott Carson,2023-2024,37,England,Manchester City,0,,0,,,GK
Sergio Rico,2018-2019,24,Spain,Fulham,29,2610,29,0,0,GK
Sergio Romero,2018-2019,31,Argentina,Manchester Utd,0,,0,,,GK
Sergio Romero,2019-2020,32,Argentina,Manchester Utd,0,,0,,,GK
Simon Mignolet,2018-2019,30,Belgium,Liverpool,0,,0,,,GK
Simon Moore,2019-2020,29,England,Sheffield Utd,2,180,2,0,0,GK
Stefan Ortega,2022-2023,29,Germany,Manchester City,3,270,3,0,0,GK
Stefan Ortega,2023-2024,30,Germany,Manchester City,9,635,5,0,0,GK
Teddy Sharman,2023-2024,20,England,Chelsea,0,,0,,,GK
Thomas Kaminski,2023-2024,30,Belgium,Luton Town,38,3405,38,0,0,GK
Thomas Strakosha,2022-2023,27,Albania,Brentford,0,,0,,,GK
Thomas Strakosha,2023-2024,28,Albania,Brentford,2,135,1,0,0,GK
Tim Krul,2019-2020,31,Netherlands,Norwich City,36,3240,36,0,0,GK
Tim Krul,2021-2022,33,Netherlands,Norwich City,29,2610,29,0,0,GK
Tom Heaton,2018-2019,32,England,Burnley,19,1710,19,0,0,GK
Tom Heaton,2019-2020,33,England,Aston Villa,20,1794,20,0,0,GK
Tom Heaton,2020-2021,34,England,Aston Villa,0,,0,,,GK
Tom Heaton,2021-2022,35,England,Manchester Utd,0,,0,,,GK
Tom Heaton,2022-2023,36,England,Manchester Utd,0,,0,,,GK
Tom Heaton,2023-2024,37,England,Manchester Utd,0,,0,,,GK
Tom King,2023-2024,28,Wales,Wolves,0,,0,,,GK
Tom McGill,2020-2021,20,England,Brighton,0,,0,,,GK
Tom McGill,2021-2022,21,England,Brighton,0,,0,,,GK
Tom McGill,2022-2023,22,England,Brighton,0,,0,,,GK
Vicente Guaita,2018-2019,31,Spain,Crystal Palace,20,1754,20,0,0,GK
Vicente Guaita,2019-2020,32,Spain,Crystal Palace,35,3150,35,0,0,GK
Vicente Guaita,2020-2021,33,Spain,Crystal Palace,37,3330,37,0,0,GK
Vicente Guaita,2021-2022,34,Spain,Crystal Palace,30,2655,30,0,0,GK
Vicente Guaita,2022-2023,35,Spain,Crystal Palace,27,2430,27,0,0,GK
Viljami Sinisalo,2021-2022,19,Finland,Aston Villa,0,,0,,,GK
Viljami Sinisalo,2022-2023,20,Finland,Aston Villa,0,,0,,,GK
Vincent Angelini,2021-2022,17,Scotland,Watford,0,,0,,,GK
Vincent Angelini,2023-2024,19,Scotland,Brentford,0,,0,,,GK
Wayne Hennessey,2018-2019,31,Wales,Crystal Palace,18,1576,17,0,0,GK
Wayne Hennessey,2019-2020,32,Wales,Crystal Palace,3,270,3,0,0,GK
Wayne Hennessey,2020-2021,33,Wales,Crystal Palace,0,,0,,,GK
Wayne Hennessey,2021-2022,34,Wales,Burnley,2,180,2,0,0,GK
Wayne Hennessey,2022-2023,35,Wales,Nott'ham Forest,4,271,3,0,0,GK
Wayne Hennessey,2023-2024,36,Wales,Nott'ham Forest,0,,0,,,GK
Wes Foderingham,2020-2021,29,England,Sheffield Utd,0,,0,,,GK
Wes Foderingham,2023-2024,32,England,Sheffield Utd,30,2649,29,0,0,GK
Will Norris,2018-2019,24,England,Wolves,1,1,0,0,0,GK
Will Norris,2020-2021,26,England,Burnley,2,180,2,0,0,GK
Will Norris,2021-2022,27,England,Burnley,0,,0,,,GK
William Crellin,2023-2024,23,England,Everton,0,,0,,,GK
Willy Caballero,2018-2019,36,Argentina,Chelsea,2,180,2,0,0,GK
Willy Caballero,2019-2020,37,Argentina,Chelsea,5,450,5,0,0,GK
Willy Caballero,2020-2021,38,Argentina,Chelsea,1,90,1,0,0,GK
Willy Caballero,2021-2022,39,Argentina,Southampton,2,180,2,0,0,GK
Willy Caballero,2022-2023,40,Argentina,Southampton,0,,0,,,GK
Zack Steffen,2020-2021,25,United States,Manchester City,1,90,1,0,0,GK
Zack Steffen,2021-2022,26,United States,Manchester City,1,90,1,0,0,GK
Álvaro Fernández,2021-2022,23,Spain,Brentford,12,1080,12,0,0,GK
Ørjan Nyland,2019-2020,28,Norway,Aston Villa,7,539,5,0,0,GK
Đorđe Petrović,2023-2024,23,Serbia,Chelsea,23,1987,22,0,0,GK
Łukasz Fabiański,2018-2019,33,Poland,West Ham,38,3420,38,0,0,GK
Łukasz Fabiański,2019-2020,34,Poland,West Ham,25,2117,25,0,0,GK
Łukasz Fabiański,2020-2021,35,Poland,West Ham,35,3150,35,0,0,GK
Łukasz Fabiański,2021-2022,36,Poland,West Ham,37,3330,37,0,0,GK
Łukasz Fabiański,2022-2023,37,Poland,West Ham,36,3111,36,0,0,GK
Łukasz Fabiański,2023-2024,38,Poland,West Ham,10,721,7,0,0,GK
Aaron Connolly,2021-2022,21,Ireland,Brighton,4,156,1,0,0,FW
Aaron Lennon,2018-2019,31,England,Burnley,16,1215,14,1,1,MF
Aaron Lennon,2019-2020,32,England,Burnley,16,496,4,0,0,MF
Aaron Lennon,2021-2022,34,England,Burnley,28,1551,17,2,0,MF
Aaron Mooy,2018-2019,27,Australia,Huddersfield,29,2330,25,3,1,MF
Aaron Mooy,2019-2020,28,Australia,Brighton,31,2085,25,2,2,MF
Aaron Ramsey,2018-2019,27,Wales,Arsenal,28,1331,14,4,6,MF
Aaron Ramsey,2023-2024,20,England,Burnley,14,527,5,0,0,MF
Abdoulaye Doucouré,2018-2019,25,Mali,Watford,35,3062,34,5,6,MF
Abdoulaye Doucouré,2019-2020,26,Mali,Watford,37,3156,36,4,2,MF
Abdoulaye Doucouré,2020-2021,27,Mali,Everton,29,2443,29,2,3,MF
Abdoulaye Doucouré,2021-2022,28,Mali,Everton,30,2537,29,2,4,MF
Abdoulaye Doucouré,2022-2023,29,Mali,Everton,25,1533,17,5,2,MF
Abdoulaye Doucouré,2023-2024,30,Mali,Everton,32,2629,32,7,1,FW
Aboubakar Kamara,2020-2021,25,Mauritania,Fulham,11,315,2,0,0,FW
Adam Armstrong,2022-2023,25,England,Southampton,30,1335,14,2,1,FW
Adam Forshaw,2021-2022,29,England,Leeds United,22,1530,17,0,1,MF
Adam Forshaw,2022-2023,30,England,Leeds United,12,479,5,0,0,MF
Adam Idah,2019-2020,18,Ireland,Norwich City,12,228,1,0,0,FW
Adam Idah,2021-2022,20,Ireland,Norwich City,17,625,6,1,1,FW
Adam Lallana,2018-2019,30,England,Liverpool,13,468,5,0,0,MF
Adam Lallana,2019-2020,31,England,Liverpool,15,382,3,1,1,MF
Adam Lallana,2020-2021,32,England,Brighton,30,1596,16,1,1,MF
Adam Lallana,2021-2022,33,England,Brighton,24,1561,18,0,1,MF
Adam Lallana,2022-2023,34,England,Brighton,16,722,12,2,1,MF
Adam Lallana,2023-2024,35,England,Brighton,25,850,13,0,1,MF
Adam Smith,2018-2019,27,England,Bournemouth,25,2066,25,1,1,DF
Adam Wharton,2023-2024,19,England,Crystal Palace,16,1297,15,0,3,MF
Adama Diakhaby,2018-2019,22,France,Huddersfield,12,552,6,0,0,FW
Adama Traoré,2018-2019,22,Spain,Wolves,29,902,8,1,1,FW
Adama Traoré,2020-2021,24,Spain,Wolves,37,2649,28,2,2,FW
Adama Traoré,2021-2022,25,Spain,Wolves,20,1067,10,1,0,FW
Adama Traoré,2022-2023,26,Spain,Wolves,34,1496,12,2,1,FW
Adama Traoré,2023-2024,27,Spain,Fulham,17,377,1,2,3,FW
Ademola Lookman,2018-2019,20,Nigeria,Everton,21,618,3,0,2,FW
